pays,zone,annee,culture,production_tonnes,surface_ha,rendement_kg_ha,valeur_production_kUSD
Kenya,Afrique de l'Est,2014,Vanille,93.0,224.0,415.5,3720.4
Kenya,Afrique de l'Est,2014,Café,52944.0,85734.0,617.5,148242.8
Kenya,Afrique de l'Est,2014,Girofle,928.0,1167.0,795.2,4174.5
Kenya,Afrique de l'Est,2014,Noix de coco,157947.0,30475.0,5182.8,86870.9
Tanzania,Afrique de l'Est,2014,Canne à sucre,2554037.0,43898.0,58181.0,715130.4
Tanzania,Afrique de l'Est,2014,Vanille,218.0,474.0,460.3,8726.3
Tanzania,Afrique de l'Est,2014,Café,64341.0,138594.0,464.2,180153.5
Tanzania,Afrique de l'Est,2014,Girofle,13533.0,11238.0,1204.2,60900.0
Tanzania,Afrique de l'Est,2014,Noix de coco,599782.0,102961.0,5825.4,329879.9
Uganda,Afrique de l'Est,2014,Canne à sucre,1979487.0,35500.0,55760.5,554256.4
Uganda,Afrique de l'Est,2014,Vanille,65.0,173.0,377.9,2613.6
Uganda,Afrique de l'Est,2014,Café,306034.0,408682.0,748.8,856895.3
Uganda,Afrique de l'Est,2014,Girofle,216.0,317.0,681.7,973.4
Uganda,Afrique de l'Est,2014,Noix de coco,17177.0,4709.0,3648.1,9447.5
Ethiopia,Afrique de l'Est,2014,Canne à sucre,1261495.0,17795.0,70889.6,353218.5
Ethiopia,Afrique de l'Est,2014,Vanille,33.0,101.0,328.5,1323.0
Ethiopia,Afrique de l'Est,2014,Café,515451.0,712850.0,723.1,1443263.7
Ethiopia,Afrique de l'Est,2014,Girofle,105.0,191.0,552.6,474.2
Maurice,Océan Indien,2014,Canne à sucre,3814859.0,52579.0,72554.2,1068160.5
Maurice,Océan Indien,2014,Vanille,11.0,22.0,512.9,448.6
Maurice,Océan Indien,2014,Girofle,228.0,261.0,875.5,1027.0
Maurice,Océan Indien,2014,Noix de coco,8571.0,1462.0,5863.3,4714.1
Comores,Océan Indien,2014,Canne à sucre,16195.0,332.0,48843.8,4534.7
Comores,Océan Indien,2014,Vanille,393.0,651.0,603.9,15730.3
Comores,Océan Indien,2014,Café,5845.0,16457.0,355.1,16364.9
Comores,Océan Indien,2014,Girofle,10042.0,9081.0,1105.8,45189.4
Comores,Océan Indien,2014,Noix de coco,59261.0,11781.0,5030.3,32593.7
Seychelles,Océan Indien,2014,Vanille,5.0,9.0,503.1,181.2
Seychelles,Océan Indien,2014,Girofle,56.0,67.0,829.6,251.7
Seychelles,Océan Indien,2014,Noix de coco,3567.0,563.0,6335.9,1961.8
Réunion,Océan Indien,2014,Canne à sucre,1895135.0,24259.0,78120.1,530637.8
Réunion,Océan Indien,2014,Vanille,24.0,39.0,629.2,977.6
Réunion,Océan Indien,2014,Café,522.0,1206.0,432.5,1460.5
Réunion,Océan Indien,2014,Girofle,32.0,32.0,989.2,143.9
Réunion,Océan Indien,2014,Noix de coco,6618.0,1177.0,5620.1,3639.7
Brésil,Amériques tropicales,2014,Canne à sucre,802416087.0,10403641.0,77128.4,224676504.4
Brésil,Amériques tropicales,2014,Vanille,156.0,296.0,527.7,6250.5
Brésil,Amériques tropicales,2014,Café,3341208.0,2442047.0,1368.2,9355381.5
Brésil,Amériques tropicales,2014,Girofle,18277.0,13125.0,1392.5,82244.7
Brésil,Amériques tropicales,2014,Noix de coco,,,,
Inde,Asie tropicale,2014,Canne à sucre,375161322.0,5149947.0,72847.6,105045170.0
Inde,Asie tropicale,2014,Vanille,218.0,320.0,681.5,8734.8
Inde,Asie tropicale,2014,Café,421823.0,462505.0,912.0,1181104.4
Inde,Asie tropicale,2014,Girofle,81167.0,48779.0,1664.0,365251.8
Inde,Asie tropicale,2014,Noix de coco,18508478.0,2688682.0,6883.8,10179662.8
Thaïlande,Asie tropicale,2014,Canne à sucre,99719249.0,1387830.0,71852.6,27921389.7
Thaïlande,Asie tropicale,2014,Vanille,44.0,88.0,497.2,1740.6
Thaïlande,Asie tropicale,2014,Café,31113.0,47611.0,653.5,87116.1
Thaïlande,Asie tropicale,2014,Girofle,545.0,684.0,797.0,2451.8
Thaïlande,Asie tropicale,2014,Noix de coco,1295609.0,230898.0,5611.2,712584.7
Indonésie,Asie tropicale,2014,Canne à sucre,36336673.0,504658.0,72002.5,10174268.6
Indonésie,Asie tropicale,2014,Vanille,,,,
Indonésie,Asie tropicale,2014,Café,851550.0,1103850.0,771.4,2384339.4
Indonésie,Asie tropicale,2014,Girofle,120523.0,77711.0,1550.9,542355.0
Indonésie,Asie tropicale,2014,Noix de coco,19691550.0,3231183.0,6094.2,10830352.7
Malaisie,Asie tropicale,2014,Canne à sucre,808213.0,8012.0,100871.6,226299.5
Malaisie,Asie tropicale,2014,Vanille,17.0,34.0,514.1,691.4
Malaisie,Asie tropicale,2014,Café,20678.0,34335.0,602.2,57897.8
Malaisie,Asie tropicale,2014,Girofle,1289.0,1082.0,1191.3,5801.9
Malaisie,Asie tropicale,2014,Noix de coco,547428.0,80302.0,6817.1,301085.4
Madagascar,Afrique de l'Est,2015,Canne à sucre,2688003.0,45095.0,59607.9,752640.9
Madagascar,Afrique de l'Est,2015,Vanille,3532.0,5170.0,683.1,141261.1
Madagascar,Afrique de l'Est,2015,Café,60560.0,166417.0,363.9,169567.4
Madagascar,Afrique de l'Est,2015,Girofle,18089.0,13997.0,1292.3,81398.5
Madagascar,Afrique de l'Est,2015,Noix de coco,116015.0,30889.0,3755.9,63808.2
Mozambique,Afrique de l'Est,2015,Canne à sucre,4164713.0,65170.0,63905.2,1166119.5
Mozambique,Afrique de l'Est,2015,Vanille,134.0,324.0,414.4,5374.3
Mozambique,Afrique de l'Est,2015,Café,23385.0,80665.0,289.9,65478.0
Mozambique,Afrique de l'Est,2015,Girofle,2151.0,2187.0,983.7,9681.3
Mozambique,Afrique de l'Est,2015,Noix de coco,23163.0,7711.0,3003.8,12739.5
Kenya,Afrique de l'Est,2015,Canne à sucre,6030744.0,74298.0,81169.5,1688608.4
Kenya,Afrique de l'Est,2015,Vanille,91.0,231.0,393.6,3630.1
Kenya,Afrique de l'Est,2015,Café,52095.0,85797.0,607.2,145864.7
Kenya,Afrique de l'Est,2015,Girofle,1014.0,1299.0,780.4,4561.7
Kenya,Afrique de l'Est,2015,Noix de coco,158531.0,31624.0,5013.1,87192.0
Tanzania,Afrique de l'Est,2015,Canne à sucre,2740082.0,45118.0,60731.2,767223.1
Tanzania,Afrique de l'Est,2015,Vanille,223.0,540.0,412.8,8918.1
Tanzania,Afrique de l'Est,2015,Café,62068.0,141942.0,437.3,173791.8
Tanzania,Afrique de l'Est,2015,Girofle,12742.0,11467.0,1111.2,57339.9
Tanzania,Afrique de l'Est,2015,Noix de coco,643310.0,115870.0,5552.0,353820.6
Uganda,Afrique de l'Est,2015,Canne à sucre,1961976.0,35094.0,55905.6,549353.4
Uganda,Afrique de l'Est,2015,Vanille,64.0,173.0,369.9,2561.4
Uganda,Afrique de l'Est,2015,Café,317802.0,418435.0,759.5,889845.7
Uganda,Afrique de l'Est,2015,Girofle,235.0,350.0,672.8,1059.2
Uganda,Afrique de l'Est,2015,Noix de coco,17507.0,5444.0,3215.6,9629.1
Ethiopia,Afrique de l'Est,2015,Canne à sucre,1336410.0,18669.0,71586.2,374194.8
Ethiopia,Afrique de l'Est,2015,Vanille,33.0,96.0,342.2,1315.6
Ethiopia,Afrique de l'Est,2015,Café,535441.0,662049.0,808.8,1499234.9
Ethiopia,Afrique de l'Est,2015,Girofle,115.0,211.0,544.1,517.4
Maurice,Océan Indien,2015,Canne à sucre,3941129.0,49642.0,79391.3,1103516.0
Maurice,Océan Indien,2015,Vanille,11.0,20.0,550.7,439.6
Maurice,Océan Indien,2015,Girofle,197.0,214.0,920.5,885.6
Maurice,Océan Indien,2015,Noix de coco,8992.0,1538.0,5846.0,4945.3
Comores,Océan Indien,2015,Canne à sucre,14725.0,287.0,51261.1,4122.9
Comores,Océan Indien,2015,Vanille,384.0,592.0,648.5,15348.0
Comores,Océan Indien,2015,Café,5642.0,16197.0,348.3,15796.9
Comores,Océan Indien,2015,Girofle,7871.0,7268.0,1083.0,35418.3
Comores,Océan Indien,2015,Noix de coco,55314.0,10677.0,5180.4,30422.5
Seychelles,Océan Indien,2015,Vanille,5.0,11.0,482.7,203.6
Seychelles,Océan Indien,2015,Girofle,55.0,64.0,852.2,247.1
Seychelles,Océan Indien,2015,Noix de coco,3535.0,564.0,6263.6,1944.5
Réunion,Océan Indien,2015,Canne à sucre,1801068.0,23321.0,77229.2,504299.2
Réunion,Océan Indien,2015,Vanille,26.0,43.0,597.9,1038.3
Réunion,Océan Indien,2015,Café,,,,
Réunion,Océan Indien,2015,Girofle,,,,
Réunion,Océan Indien,2015,Noix de coco,6315.0,958.0,6590.1,3473.2
Brésil,Amériques tropicales,2015,Canne à sucre,798645315.0,10748246.0,74304.7,223620688.1
Brésil,Amériques tropicales,2015,Vanille,162.0,314.0,516.9,6498.7
Brésil,Amériques tropicales,2015,Café,3336851.0,2418437.0,1379.8,9343181.9
Brésil,Amériques tropicales,2015,Girofle,17998.0,13337.0,1349.5,80990.6
Brésil,Amériques tropicales,2015,Noix de coco,3164050.0,537558.0,5886.0,1740227.4
Inde,Asie tropicale,2015,Canne à sucre,413343657.0,6006253.0,68818.9,115736223.9
Inde,Asie tropicale,2015,Vanille,230.0,314.0,732.4,9186.9
Inde,Asie tropicale,2015,Café,430308.0,487008.0,883.6,1204863.1
Inde,Asie tropicale,2015,Girofle,83651.0,49262.0,1698.1,376429.3
Inde,Asie tropicale,2015,Noix de coco,16961236.0,2695104.0,6293.4,9328679.9
Thaïlande,Asie tropicale,2015,Canne à sucre,,,,
Thaïlande,Asie tropicale,2015,Vanille,45.0,96.0,471.0,1816.3
Thaïlande,Asie tropicale,2015,Café,36049.0,54270.0,664.3,100937.2
Thaïlande,Asie tropicale,2015,Girofle,548.0,645.0,849.3,2464.8
Thaïlande,Asie tropicale,2015,Noix de coco,1209137.0,202113.0,5982.5,665025.4
Indonésie,Asie tropicale,2015,Canne à sucre,36316298.0,521247.0,69671.9,10168563.6
Indonésie,Asie tropicale,2015,Vanille,2242.0,3465.0,646.9,89676.5
Indonésie,Asie tropicale,2015,Café,808048.0,1141366.0,708.0,2262535.4
Indonésie,Asie tropicale,2015,Girofle,129348.0,82096.0,1575.6,582065.6
Indonésie,Asie tropicale,2015,Noix de coco,19954787.0,3225581.0,6186.4,10975133.0
Malaisie,Asie tropicale,2015,Canne à sucre,906903.0,8801.0,103043.1,253932.9
Malaisie,Asie tropicale,2015,Vanille,16.0,31.0,536.0,657.8
Malaisie,Asie tropicale,2015,Café,,,,
Malaisie,Asie tropicale,2015,Girofle,1274.0,1083.0,1175.7,5731.2
Malaisie,Asie tropicale,2015,Noix de coco,550059.0,75545.0,7281.2,302532.3
Madagascar,Afrique de l'Est,2016,Canne à sucre,3010204.0,53097.0,56692.6,842857.0
Madagascar,Afrique de l'Est,2016,Vanille,3261.0,4617.0,706.4,130445.3
Madagascar,Afrique de l'Est,2016,Café,61852.0,167588.0,369.1,173186.5
Madagascar,Afrique de l'Est,2016,Girofle,16955.0,11857.0,1429.9,76295.3
Madagascar,Afrique de l'Est,2016,Noix de coco,101733.0,26993.0,3768.8,55953.2
Mozambique,Afrique de l'Est,2016,Canne à sucre,4397694.0,67812.0,64851.5,1231354.3
Mozambique,Afrique de l'Est,2016,Vanille,129.0,284.0,453.3,5142.5
Mozambique,Afrique de l'Est,2016,Café,24421.0,82243.0,296.9,68378.4
Mozambique,Afrique de l'Est,2016,Girofle,2180.0,2303.0,946.6,9810.8
Mozambique,Afrique de l'Est,2016,Noix de coco,22698.0,6916.0,3282.0,12484.1
Kenya,Afrique de l'Est,2016,Canne à sucre,6245405.0,75812.0,82379.9,1748713.5
Kenya,Afrique de l'Est,2016,Vanille,79.0,183.0,430.4,3149.9
Kenya,Afrique de l'Est,2016,Café,50028.0,76735.0,651.9,140077.5
Kenya,Afrique de l'Est,2016,Girofle,836.0,1177.0,710.7,3763.8
Kenya,Afrique de l'Est,2016,Noix de coco,154304.0,30338.0,5086.1,84867.0
Tanzania,Afrique de l'Est,2016,Canne à sucre,2742327.0,42685.0,64245.0,767851.5
Tanzania,Afrique de l'Est,2016,Vanille,228.0,534.0,426.6,9105.9
Tanzania,Afrique de l'Est,2016,Café,,,,
Tanzania,Afrique de l'Est,2016,Girofle,12759.0,11567.0,1103.0,57414.5
Tanzania,Afrique de l'Est,2016,Noix de coco,672610.0,113605.0,5920.6,369935.4
Uganda,Afrique de l'Est,2016,Canne à sucre,1968245.0,35072.0,56119.4,551108.6
Uganda,Afrique de l'Est,2016,Vanille,64.0,163.0,395.6,2573.5
Uganda,Afrique de l'Est,2016,Café,318555.0,459008.0,694.0,891954.7
Uganda,Afrique de l'Est,2016,Girofle,240.0,346.0,691.9,1077.8
Uganda,Afrique de l'Est,2016,Noix de coco,15253.0,4481.0,3404.0,8389.3
Ethiopia,Afrique de l'Est,2016,Canne à sucre,1302238.0,18845.0,69103.4,364626.8
Ethiopia,Afrique de l'Est,2016,Vanille,32.0,104.0,311.2,1299.2
Ethiopia,Afrique de l'Est,2016,Café,443126.0,597430.0,741.7,1240753.9
Ethiopia,Afrique de l'Est,2016,Girofle,109.0,206.0,527.2,489.3
Maurice,Océan Indien,2016,Canne à sucre,4371177.0,61950.0,70559.5,1223929.4
Maurice,Océan Indien,2016,Vanille,11.0,20.0,537.1,425.8
Maurice,Océan Indien,2016,Girofle,230.0,250.0,919.3,1034.6
Maurice,Océan Indien,2016,Noix de coco,8584.0,1433.0,5991.9,4721.4
Comores,Océan Indien,2016,Canne à sucre,16947.0,342.0,49505.2,4745.2
Comores,Océan Indien,2016,Vanille,378.0,584.0,647.6,15128.1
Comores,Océan Indien,2016,Café,5466.0,16153.0,338.4,15304.2
Comores,Océan Indien,2016,Girofle,8864.0,7872.0,1126.1,39890.0
Comores,Océan Indien,2016,Noix de coco,54234.0,11349.0,4778.9,29828.9
Seychelles,Océan Indien,2016,Vanille,5.0,11.0,482.1,213.7
Seychelles,Océan Indien,2016,Girofle,58.0,69.0,848.8,261.8
Seychelles,Océan Indien,2016,Noix de coco,3585.0,535.0,6696.8,1971.7
Réunion,Océan Indien,2016,Canne à sucre,1907109.0,25425.0,75008.1,533990.5
Réunion,Océan Indien,2016,Vanille,28.0,45.0,611.0,1102.8
Réunion,Océan Indien,2016,Café,559.0,1201.0,465.7,1566.3
Réunion,Océan Indien,2016,Girofle,35.0,35.0,980.1,156.3
Réunion,Océan Indien,2016,Noix de coco,6622.0,1076.0,6154.0,3642.0
Brésil,Amériques tropicales,2016,Canne à sucre,877229623.0,10712086.0,81891.6,245624294.3
Brésil,Amériques tropicales,2016,Vanille,176.0,318.0,553.5,7041.6
Brésil,Amériques tropicales,2016,Café,3722764.0,2820914.0,1319.7,10423740.4
Brésil,Amériques tropicales,2016,Girofle,18045.0,13737.0,1313.6,81200.5
Brésil,Amériques tropicales,2016,Noix de coco,2874713.0,442722.0,6493.3,1581092.3
Inde,Asie tropicale,2016,Canne à sucre,337111556.0,4647190.0,72540.9,94391235.7
Inde,Asie tropicale,2016,Vanille,205.0,297.0,692.1,8219.6
Inde,Asie tropicale,2016,Café,362364.0,397274.0,912.1,1014618.2
Inde,Asie tropicale,2016,Girofle,91079.0,58243.0,1563.8,409855.6
Inde,Asie tropicale,2016,Noix de coco,15097518.0,2280022.0,6621.7,8303634.8
Thaïlande,Asie tropicale,2016,Canne à sucre,88023218.0,1242237.0,70858.6,24646501.0
Thaïlande,Asie tropicale,2016,Vanille,42.0,84.0,498.6,1675.7
Thaïlande,Asie tropicale,2016,Café,29399.0,45721.0,643.0,82318.6
Thaïlande,Asie tropicale,2016,Girofle,598.0,720.0,830.8,2693.1
Thaïlande,Asie tropicale,2016,Noix de coco,1453841.0,252071.0,5767.6,799612.7
Indonésie,Asie tropicale,2016,Canne à sucre,39117135.0,545405.0,71721.3,10952797.9
Indonésie,Asie tropicale,2016,Vanille,2328.0,3614.0,644.2,93121.7
Indonésie,Asie tropicale,2016,Café,877312.0,1259576.0,696.5,2456473.5
Indonésie,Asie tropicale,2016,Girofle,119027.0,80747.0,1474.1,535621.2
Indonésie,Asie tropicale,2016,Noix de coco,19931959.0,3048034.0,6539.3,10962577.5
Malaisie,Asie tropicale,2016,Canne à sucre,956356.0,9444.0,101264.8,267779.6
Malaisie,Asie tropicale,2016,Vanille,15.0,30.0,514.2,610.0
Malaisie,Asie tropicale,2016,Café,20717.0,35618.0,581.6,58007.3
Malaisie,Asie tropicale,2016,Girofle,1234.0,1072.0,1152.0,5555.1
Malaisie,Asie tropicale,2016,Noix de coco,553775.0,81767.0,6772.6,304576.0
Madagascar,Afrique de l'Est,2017,Canne à sucre,2946264.0,52635.0,55975.6,824953.9
Madagascar,Afrique de l'Est,2017,Vanille,3332.0,4743.0,702.5,133296.9
Madagascar,Afrique de l'Est,2017,Café,64224.0,160873.0,399.2,179825.8
Madagascar,Afrique de l'Est,2017,Girofle,16583.0,12485.0,1328.2,74622.4
Madagascar,Afrique de l'Est,2017,Noix de coco,103175.0,28179.0,3661.4,56746.5
Mozambique,Afrique de l'Est,2017,Canne à sucre,4650067.0,70968.0,65523.8,1302018.7
Mozambique,Afrique de l'Est,2017,Vanille,142.0,345.0,411.6,5675.5
Mozambique,Afrique de l'Est,2017,Café,24469.0,85177.0,287.3,68513.9
Mozambique,Afrique de l'Est,2017,Girofle,2278.0,2513.0,906.6,10250.0
Mozambique,Afrique de l'Est,2017,Noix de coco,23006.0,7678.0,2996.3,12653.6
Kenya,Afrique de l'Est,2017,Canne à sucre,6622709.0,85401.0,77548.0,1854358.5
Kenya,Afrique de l'Est,2017,Vanille,89.0,217.0,408.6,3541.5
Kenya,Afrique de l'Est,2017,Café,50957.0,85350.0,597.0,142680.3
Kenya,Afrique de l'Est,2017,Girofle,944.0,1348.0,700.1,4246.4
Kenya,Afrique de l'Est,2017,Noix de coco,147776.0,30077.0,4913.2,81277.0
Tanzania,Afrique de l'Est,2017,Canne à sucre,2479780.0,41293.0,60053.9,694338.5
Tanzania,Afrique de l'Est,2017,Vanille,221.0,478.0,462.6,8845.1
Tanzania,Afrique de l'Est,2017,Café,62162.0,131411.0,473.0,174052.3
Tanzania,Afrique de l'Est,2017,Girofle,12845.0,10551.0,1217.5,57802.3
Tanzania,Afrique de l'Est,2017,Noix de coco,655358.0,112940.0,5802.7,360447.0
Uganda,Afrique de l'Est,2017,Canne à sucre,1926280.0,32716.0,58879.3,539358.5
Uganda,Afrique de l'Est,2017,Vanille,69.0,178.0,387.2,2750.5
Uganda,Afrique de l'Est,2017,Café,339578.0,473582.0,717.0,950818.7
Uganda,Afrique de l'Est,2017,Girofle,208.0,296.0,702.2,934.0
Uganda,Afrique de l'Est,2017,Noix de coco,16906.0,5065.0,3337.9,9298.1
Ethiopia,Afrique de l'Est,2017,Canne à sucre,1350013.0,18748.0,72007.7,378003.6
Ethiopia,Afrique de l'Est,2017,Vanille,32.0,95.0,330.7,1261.9
Ethiopia,Afrique de l'Est,2017,Café,527993.0,663923.0,795.3,1478381.8
Ethiopia,Afrique de l'Est,2017,Girofle,109.0,198.0,549.4,490.0
Maurice,Océan Indien,2017,Canne à sucre,3393467.0,46101.0,73609.6,950170.9
Maurice,Océan Indien,2017,Vanille,11.0,21.0,538.3,449.5
Maurice,Océan Indien,2017,Girofle,199.0,211.0,940.4,894.0
Maurice,Océan Indien,2017,Noix de coco,8049.0,1452.0,5541.6,4427.0
Comores,Océan Indien,2017,Canne à sucre,15875.0,286.0,55564.4,4445.1
Comores,Océan Indien,2017,Vanille,371.0,557.0,666.0,14833.4
Comores,Océan Indien,2017,Café,6053.0,18223.0,332.2,16947.7
Comores,Océan Indien,2017,Girofle,9097.0,8361.0,1088.0,40937.0
Comores,Océan Indien,2017,Noix de coco,59665.0,12217.0,4883.7,32815.7
Seychelles,Océan Indien,2017,Vanille,6.0,12.0,481.3,230.1
Seychelles,Océan Indien,2017,Girofle,55.0,64.0,860.9,249.5
Seychelles,Océan Indien,2017,Noix de coco,3412.0,559.0,6100.7,1876.7
Réunion,Océan Indien,2017,Canne à sucre,1963671.0,25117.0,78182.1,549827.7
Réunion,Océan Indien,2017,Vanille,27.0,47.0,564.2,1067.9
Réunion,Océan Indien,2017,Café,515.0,1224.0,420.8,1441.8
Réunion,Océan Indien,2017,Girofle,35.0,34.0,1024.7,155.8
Réunion,Océan Indien,2017,Noix de coco,6798.0,1081.0,6288.7,3738.9
Brésil,Amériques tropicales,2017,Canne à sucre,781943651.0,10118627.0,77277.6,218944222.3
Brésil,Amériques tropicales,2017,Vanille,167.0,299.0,558.4,6676.1
Brésil,Amériques tropicales,2017,Café,3538561.0,2620456.0,1350.4,9907971.5
Brésil,Amériques tropicales,2017,Girofle,16512.0,11928.0,1384.3,74305.9
Brésil,Amériques tropicales,2017,Noix de coco,3244784.0,546219.0,5940.5,1784631.3
Inde,Asie tropicale,2017,Canne à sucre,409032396.0,5228024.0,78238.4,114529070.8
Inde,Asie tropicale,2017,Vanille,226.0,308.0,731.0,9020.7
Inde,Asie tropicale,2017,Café,392727.0,446602.0,879.4,1099636.7
Inde,Asie tropicale,2017,Girofle,80980.0,51966.0,1558.3,364408.3
Inde,Asie tropicale,2017,Noix de coco,17903046.0,2607580.0,6865.8,9846675.3
Thaïlande,Asie tropicale,2017,Canne à sucre,83405905.0,1169822.0,71298.0,23353653.4
Thaïlande,Asie tropicale,2017,Vanille,42.0,94.0,449.0,1691.6
Thaïlande,Asie tropicale,2017,Café,31035.0,49787.0,623.4,86898.3
Thaïlande,Asie tropicale,2017,Girofle,522.0,615.0,848.4,2348.6
Thaïlande,Asie tropicale,2017,Noix de coco,1376231.0,231909.0,5934.4,756927.0
Indonésie,Asie tropicale,2017,Canne à sucre,39584442.0,571221.0,69297.9,11083643.8
Indonésie,Asie tropicale,2017,Vanille,2438.0,3723.0,654.9,97539.2
Indonésie,Asie tropicale,2017,Café,804118.0,1137907.0,706.7,2251529.6
Indonésie,Asie tropicale,2017,Girofle,125036.0,77534.0,1612.7,562660.9
Indonésie,Asie tropicale,2017,Noix de coco,21128136.0,3134577.0,6740.3,11620475.0
Malaisie,Asie tropicale,2017,Canne à sucre,958997.0,10068.0,95250.8,268519.1
Malaisie,Asie tropicale,2017,Vanille,16.0,30.0,522.9,625.4
Malaisie,Asie tropicale,2017,Café,20534.0,35717.0,574.9,57495.4
Malaisie,Asie tropicale,2017,Girofle,1275.0,1073.0,1188.2,5736.4
Malaisie,Asie tropicale,2017,Noix de coco,550246.0,76191.0,7222.0,302635.3
Madagascar,Afrique de l'Est,2018,Canne à sucre,2913003.0,49906.0,58370.3,815641.0
Madagascar,Afrique de l'Est,2018,Vanille,3145.0,4569.0,688.4,125810.2
Madagascar,Afrique de l'Est,2018,Café,59941.0,160571.0,373.3,167834.6
Madagascar,Afrique de l'Est,2018,Girofle,16761.0,12891.0,1300.2,75425.2
Madagascar,Afrique de l'Est,2018,Noix de coco,107183.0,26713.0,4012.4,58950.8
Mozambique,Afrique de l'Est,2018,Canne à sucre,4332048.0,67878.0,63821.3,1212973.6
Mozambique,Afrique de l'Est,2018,Vanille,141.0,334.0,420.3,5620.2
Mozambique,Afrique de l'Est,2018,Café,24129.0,76299.0,316.2,67561.1
Mozambique,Afrique de l'Est,2018,Girofle,2065.0,2219.0,930.7,9291.7
Mozambique,Afrique de l'Est,2018,Noix de coco,25747.0,7662.0,3360.5,14160.6
Kenya,Afrique de l'Est,2018,Canne à sucre,5932216.0,74825.0,79281.2,1661020.4
Kenya,Afrique de l'Est,2018,Vanille,,,,
Kenya,Afrique de l'Est,2018,Café,52405.0,85098.0,615.8,146734.2
Kenya,Afrique de l'Est,2018,Girofle,949.0,1286.0,737.6,4269.3
Kenya,Afrique de l'Est,2018,Noix de coco,166677.0,32109.0,5191.0,91672.1
Tanzania,Afrique de l'Est,2018,Canne à sucre,2626450.0,41053.0,63977.0,735406.1
Tanzania,Afrique de l'Est,2018,Vanille,223.0,507.0,440.5,8939.9
Tanzania,Afrique de l'Est,2018,Café,58439.0,125932.0,464.1,163629.4
Tanzania,Afrique de l'Est,2018,Girofle,12744.0,11408.0,1117.1,57347.4
Tanzania,Afrique de l'Est,2018,Noix de coco,613468.0,110671.0,5543.2,337407.6
Uganda,Afrique de l'Est,2018,Canne à sucre,1956885.0,34520.0,56687.8,547927.9
Uganda,Afrique de l'Est,2018,Vanille,62.0,179.0,347.7,2491.2
Uganda,Afrique de l'Est,2018,Café,303942.0,411685.0,738.3,851038.8
Uganda,Afrique de l'Est,2018,Girofle,220.0,313.0,703.9,991.1
Uganda,Afrique de l'Est,2018,Noix de coco,17431.0,5002.0,3485.0,9587.3
Ethiopia,Afrique de l'Est,2018,Canne à sucre,1295093.0,17578.0,73676.1,362625.9
Ethiopia,Afrique de l'Est,2018,Vanille,39.0,115.0,334.2,1540.9
Ethiopia,Afrique de l'Est,2018,Café,517870.0,694742.0,745.4,1450036.9
Ethiopia,Afrique de l'Est,2018,Girofle,115.0,217.0,527.4,516.0
Maurice,Océan Indien,2018,Canne à sucre,4302941.0,54229.0,79347.0,1204823.6
Maurice,Océan Indien,2018,Vanille,11.0,21.0,509.7,423.1
Maurice,Océan Indien,2018,Girofle,206.0,212.0,971.5,926.5
Maurice,Océan Indien,2018,Noix de coco,8400.0,1333.0,6303.2,4620.1
Comores,Océan Indien,2018,Canne à sucre,15623.0,299.0,52220.5,4374.5
Comores,Océan Indien,2018,Vanille,401.0,608.0,660.2,16042.9
Comores,Océan Indien,2018,Café,5485.0,16168.0,339.3,15358.9
Comores,Océan Indien,2018,Girofle,8487.0,7152.0,1186.8,38192.9
Comores,Océan Indien,2018,Noix de coco,59084.0,11127.0,5309.8,32495.9
Seychelles,Océan Indien,2018,Vanille,5.0,11.0,489.2,210.9
Seychelles,Océan Indien,2018,Girofle,,,,
Seychelles,Océan Indien,2018,Noix de coco,3834.0,583.0,6574.8,2108.8
Réunion,Océan Indien,2018,Canne à sucre,1999939.0,25873.0,77298.9,559983.0
Réunion,Océan Indien,2018,Vanille,29.0,46.0,633.6,1166.3
Réunion,Océan Indien,2018,Café,601.0,1339.0,448.5,1681.5
Réunion,Océan Indien,2018,Girofle,37.0,36.0,1002.1,164.4
Réunion,Océan Indien,2018,Noix de coco,6705.0,1052.0,6370.6,3687.5
Brésil,Amériques tropicales,2018,Canne à sucre,932394071.0,11846478.0,78706.4,261070339.8
Brésil,Amériques tropicales,2018,Vanille,174.0,337.0,517.2,6972.4
Brésil,Amériques tropicales,2018,Café,3644841.0,2753640.0,1323.6,10205553.5
Brésil,Amériques tropicales,2018,Girofle,17823.0,11966.0,1489.5,80204.6
Brésil,Amériques tropicales,2018,Noix de coco,3033234.0,476631.0,6363.9,1668278.5
Inde,Asie tropicale,2018,Canne à sucre,363361162.0,4742869.0,76612.1,101741125.3
Inde,Asie tropicale,2018,Vanille,234.0,319.0,731.7,9343.2
Inde,Asie tropicale,2018,Café,398530.0,427654.0,931.9,1115885.0
Inde,Asie tropicale,2018,Girofle,83251.0,51659.0,1611.5,374627.9
Inde,Asie tropicale,2018,Noix de coco,16937346.0,2526198.0,6704.7,9315540.5
Thaïlande,Asie tropicale,2018,Canne à sucre,101348401.0,1328884.0,76265.8,28377552.3
Thaïlande,Asie tropicale,2018,Vanille,48.0,103.0,468.1,1928.6
Thaïlande,Asie tropicale,2018,Café,29836.0,46192.0,645.9,83540.3
Thaïlande,Asie tropicale,2018,Girofle,540.0,627.0,861.2,2430.4
Thaïlande,Asie tropicale,2018,Noix de coco,1307767.0,227792.0,5741.1,719271.8
Indonésie,Asie tropicale,2018,Canne à sucre,37986038.0,576226.0,65922.2,10636090.7
